Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,8-Sep,L,,0-1,@,St. Louis Rams,24,27,390,304,86,2,366,299,67,2,
2,Sun,15-Sep,W,,1-Jan,,Detroit Lions,25,21,348,261,87,1,322,273,49,1,
3,Sun,22-Sep,L,,2-Jan,@,New Orleans Saints,7,31,247,161,86,2,423,319,104,1,
4,Sun,29-Sep,W,,2-Feb,@,Tampa Bay Buccaneers,13,10,296,240,56,3,253,173,80,3,
5,Sun,6-Oct,W,,2-Mar,,Carolina Panthers,22,6,250,160,90,3,353,258,95,4,
6,Sun,13-Oct,L,,3-Mar,@,San Francisco 49ers,20,32,403,294,109,4,387,238,149,2,
7,Thu,17-Oct,L,,4-Mar,,Seattle Seahawks,22,34,234,204,30,2,344,209,135,2,
8,Sun,27-Oct,W,,4-Apr,,Atlanta Falcons,27,13,348,147,201,1,292,265,27,4,
9,,,,,,,Bye Week,,,,,,,,,,,
10,Sun,10-Nov,W,,4-May,,Houston Texans,27,24,332,235,97,3,235,159,76,1,
11,Sun,17-Nov,W,,4-Jun,@,Jacksonville Jaguars,27,14,416,402,14,,274,242,32,2,
12,Sun,24-Nov,W,,4-Jul,,Indianapolis Colts,40,11,410,290,120,,239,159,80,1,
13,Sun,1-Dec,L,,5-Jul,@,Philadelphia Eagles,21,24,350,260,90,3,307,202,105,,
14,Sun,8-Dec,W,,5-Aug,,St. Louis Rams,30,10,369,262,107,1,257,157,100,2,
15,Sun,15-Dec,W,OT,5-Sep,@,Tennessee Titans,37,34,360,215,145,,460,394,66,3,
16,Sun,22-Dec,W,,5-Oct,@,Seattle Seahawks,17,10,307,168,139,4,192,89,103,2,
17,Sun,29-Dec,L,,6-Oct,,San Francisco 49ers,20,23,482,399,83,2,375,292,83,,
