Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,11-Sep,W,,Jan-00,,Carolina Panthers,28,21,394,295,99,1,477,403,74,1,
2,Sun,18-Sep,L,,1-Jan,@,Washington Redskins,21,22,324,231,93,2,455,283,172,2,
3,Sun,25-Sep,L,,2-Jan,@,Seattle Seahawks,10,13,324,234,90,2,261,139,122,1,
4,Sun,2-Oct,L,,3-Jan,,New York Giants,27,31,368,212,156,2,360,306,54,2,
5,Sun,9-Oct,L,,4-Jan,@,Minnesota Vikings,10,34,291,214,77,4,332,160,172,1,
6,,,,,,,Bye Week,,,,,,,,,,,
7,Sun,23-Oct,L,,5-Jan,,Pittsburgh Steelers,20,32,330,257,73,1,445,354,91,,
8,Sun,30-Oct,L,,6-Jan,@,Baltimore Ravens,27,30,207,98,109,1,405,298,107,2,
9,Sun,6-Nov,W,OT,6-Feb,,St. Louis Rams,19,13,262,192,70,,383,233,150,1,
10,Sun,13-Nov,W,,6-Mar,@,Philadelphia Eagles,21,17,370,282,88,2,289,123,166,2,
11,Sun,20-Nov,L,,7-Mar,@,San Francisco 49ers,7,23,229,149,80,5,431,267,164,1,
12,Sun,27-Nov,W,,7-Apr,@,St. Louis Rams,23,20,374,106,268,3,272,186,86,2,
13,Sun,4-Dec,W,OT,7-May,,Dallas Cowboys,19,13,327,224,103,,336,261,75,,
14,Sun,11-Dec,W,,7-Jun,,San Francisco 49ers,21,19,325,270,55,3,233,143,90,,
15,Sun,18-Dec,W,OT,7-Jul,,Cleveland Browns,20,17,363,289,74,1,333,213,120,1,
16,Sat,24-Dec,L,,8-Jul,@,Cincinnati Bengals,16,23,316,257,59,3,301,136,165,2,
17,Sun,1-Jan,W,OT,8-Aug,,Seattle Seahawks,23,20,388,257,131,2,369,191,178,1,
