Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,9-Sep,T,OT,0-0-1,,Pittsburgh Steelers,21,21,327,150,177,1,472,313,159,6,
2,Sun,16-Sep,L,,0-1-1,@,New Orleans Saints,18,21,327,234,93,1,275,213,62,2,
3,Thu,20-Sep,W,,1/1/2001,,New York Jets,21,17,323,190,133,,268,161,107,3,
4,Sun,30-Sep,L,OT,1/2/2001,@,Oakland Raiders,42,45,487,279,208,4,565,426,139,2,
5,Sun,7-Oct,W,OT,2/2/2001,,Baltimore Ravens,12,9,416,304,112,1,410,294,116,2,
6,Sun,14-Oct,L,,2/3/2001,,Los Angeles Chargers,14,38,317,214,103,2,449,203,246,1,
7,Sun,21-Oct,L,OT,2/4/2001,@,Tampa Bay Buccaneers,23,26,305,186,119,1,456,342,114,4,
8,Sun,28-Oct,L,,2/5/2001,@,Pittsburgh Steelers,18,33,237,163,74,1,421,253,168,2,
9,Sun,4-Nov,L,,2/6/2001,,Kansas City Chiefs,21,37,388,286,102,1,499,360,139,1,
10,Sun,11-Nov,W,,3/6/2001,,Atlanta Falcons,28,16,427,216,211,1,382,311,71,2,
11,,,,,,,Bye Week,,,,,,,,,,,
12,Sun,25-Nov,W,,4/6/2001,@,Cincinnati Bengals,35,20,342,258,84,,372,243,129,2,
13,Sun,2-Dec,L,,4/7/2001,@,Houston Texans,13,29,428,397,31,4,384,197,187,,
14,Sun,9-Dec,W,,5/7/2001,,Carolina Panthers,26,20,348,232,116,2,393,297,96,1,
15,Sat,15-Dec,W,,6/7/2001,@,Denver Broncos,17,16,309,175,134,2,270,238,32,2,
16,Sun,23-Dec,W,,7/7/2001,,Cincinnati Bengals,26,18,493,347,146,,209,107,102,,
17,Sun,30-Dec,L,,7/8/2001,@,Baltimore Ravens,24,26,426,376,50,3,463,167,296,1,
