Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,8-Sep,L,,0-1,,Miami Dolphins,10,23,291,244,47,3,275,255,20,1,
2,Sun,15-Sep,L,,0-2,@,Baltimore Ravens,6,14,259,194,65,,296,197,99,1,
3,Sun,22-Sep,W,,2-Jan,@,Minnesota Vikings,31,27,409,306,103,4,329,195,134,3,
4,Sun,29-Sep,W,,2-Feb,,Cincinnati Bengals,17,6,336,247,89,,266,203,63,2,
5,Thu,3-Oct,W,,2-Mar,,Buffalo Bills,37,24,290,199,91,,343,188,155,1,
6,Sun,13-Oct,L,,3-Mar,,Detroit Lions,17,31,395,269,126,2,366,248,118,1,
7,Sun,20-Oct,L,,4-Mar,@,Green Bay Packers,13,31,216,133,83,1,357,253,104,,
8,Sun,27-Oct,L,,5-Mar,@,Kansas City Chiefs,17,23,340,283,57,1,331,195,136,,
9,Sun,3-Nov,W,,5-Apr,,Baltimore Ravens,24,18,315,242,73,1,278,223,55,2,
10,,,,,,,Bye Week,,,,,,,,,,,
11,Sun,17-Nov,L,,6-Apr,@,Cincinnati Bengals,20,41,330,228,102,4,224,118,106,2,
12,Sun,24-Nov,L,,7-Apr,,Pittsburgh Steelers,11,27,367,312,55,4,302,217,85,,
13,Sun,1-Dec,L,,8-Apr,,Jacksonville Jaguars,28,32,439,342,97,3,314,202,112,1,
14,Sun,8-Dec,L,,9-Apr,@,New England Patriots,26,27,494,386,108,,484,397,87,2,
15,Sun,15-Dec,L,,10-Apr,,Chicago Bears,31,38,366,273,93,2,440,261,179,3,
16,Sun,22-Dec,L,,11-Apr,@,New York Jets,13,24,283,168,115,2,422,214,208,,
17,Sun,29-Dec,L,,12-Apr,@,Pittsburgh Steelers,7,20,293,214,79,2,292,172,120,2,
