Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,11-Sep,L,,0-1,,Cincinnati Bengals,22,23,340,188,152,1,381,324,57,1,
2,Thu,15-Sep,W,,1-Jan,@,Buffalo Bills,37,31,493,370,123,1,393,307,86,1,
3,Sun,25-Sep,L,,2-Jan,@,Kansas City Chiefs,3,24,305,188,117,8,293,221,72,1,
4,Sun,2-Oct,L,,3-Jan,,Seattle Seahawks,17,27,305,247,58,3,354,288,66,,
5,Sun,9-Oct,L,,4-Jan,@,Pittsburgh Steelers,13,31,316,244,72,,436,375,61,1,
6,Mon,17-Oct,L,,5-Jan,@,Arizona Cardinals,3,28,230,197,33,2,396,225,171,,
7,Sun,23-Oct,W,,5-Feb,,Baltimore Ravens,24,16,344,189,155,2,245,234,11,3,
8,Sun,30-Oct,W,,5-Mar,@,Cleveland Browns,31,28,393,222,171,,407,339,68,2,
9,Sun,6-Nov,L,,6-Mar,@,Miami Dolphins,23,27,331,191,140,2,274,137,137,,
10,Sun,13-Nov,L,,7-Mar,,Los Angeles Rams,6,9,296,157,139,1,280,155,125,,
11,,,,,,,Bye Week,,,,,,,,,,,
12,Sun,27-Nov,L,,8-Mar,,New England Patriots,17,22,333,269,64,2,377,286,91,,
13,Mon,5-Dec,L,,9-Mar,,Indianapolis Colts,10,41,250,214,36,3,421,282,139,1,
14,Sun,11-Dec,W,OT,9-Apr,@,San Francisco 49ers,23,17,404,216,188,1,364,116,248,,
15,Sat,17-Dec,L,,10-Apr,,Miami Dolphins,13,34,360,244,116,4,303,236,67,1,
16,Sat,24-Dec,L,,11-Apr,@,New England Patriots,3,41,239,128,111,4,325,211,114,,
17,Sun,1-Jan,W,,11-May,,Buffalo Bills,30,10,329,202,127,,230,162,68,3,
