Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,13-Sep,W,,Jan-00,,Cleveland Browns,31,10,333,179,154,1,321,217,104,5,
2,Mon,21-Sep,W,,Feb-00,@,Indianapolis Colts,20,7,344,243,101,1,343,250,93,5,
3,Sun,27-Sep,L,,1-Feb,,Philadelphia Eagles,17,24,323,276,47,4,231,108,123,1,
4,Sun,4-Oct,W,,1-Mar,@,Miami Dolphins,27,14,425,218,207,1,226,167,59,2,
5,,,,,,,Bye Week,,,,,,,,,,,
6,Sun,18-Oct,W,,1-Apr,,Washington Redskins,34,20,474,253,221,3,225,191,34,2,
7,Sun,25-Oct,L,,2-Apr,@,New England Patriots,23,30,372,283,89,1,353,337,16,,
8,Sun,1-Nov,L,,3-Apr,@,Oakland Raiders,20,34,366,292,74,1,451,333,118,,
9,Sun,8-Nov,W,,3-May,,Jacksonville Jaguars,28,23,290,261,29,,436,338,98,4,
10,Thu,12-Nov,L,,4-May,,Buffalo Bills,17,22,318,190,128,4,280,132,148,,
11,Sun,22-Nov,L,,5-May,@,Houston Texans,17,24,267,197,70,2,364,241,123,1,
12,Sun,29-Nov,W,,5-Jun,,Miami Dolphins,38,20,411,274,137,,333,321,12,2,
13,Sun,6-Dec,W,OT,5-Jul,@,New York Giants,23,20,463,373,90,1,355,281,74,1,
14,Sun,13-Dec,W,,5-Aug,,Tennessee Titans,30,8,439,256,183,,292,268,24,1,
15,Sat,19-Dec,W,,5-Sep,@,Dallas Cowboys,19,16,372,299,73,1,309,176,133,4,
16,Sun,27-Dec,W,OT,5-Oct,,New England Patriots,26,20,428,285,143,1,284,221,63,1,
17,Sun,3-Jan,L,,6-Oct,@,Buffalo Bills,17,22,300,178,122,3,295,182,113,1,
