Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,10-Sep,L,,0-1,@,Buffalo Bills,12,21,214,176,38,2,408,218,190,1,
2,Sun,17-Sep,L,,0-2,@,Oakland Raiders,20,45,271,145,126,2,410,230,180,,
3,Sun,24-Sep,W,,2-Jan,,Miami Dolphins,20,6,336,233,103,1,225,195,30,2,
4,Sun,1-Oct,W,OT,2-Feb,,Jacksonville Jaguars,23,20,471,215,256,2,311,136,175,1,
5,Sun,8-Oct,W,,2-Mar,@,Cleveland Browns,17,14,212,178,34,1,419,279,140,3,
6,Sun,15-Oct,L,,3-Mar,,New England Patriots,17,24,408,334,74,3,375,257,118,2,
7,Sun,22-Oct,L,,4-Mar,@,Miami Dolphins,28,31,272,180,92,2,357,304,53,2,
8,Sun,29-Oct,L,,5-Mar,,Atlanta Falcons,20,25,279,236,43,1,386,246,140,2,
9,Thu,2-Nov,W,,5-Apr,,Buffalo Bills,34,21,331,137,194,,307,244,63,3,
10,Sun,12-Nov,L,,6-Apr,@,Tampa Bay Buccaneers,10,15,275,219,56,2,271,181,90,1,
11,,,,,,,Bye Week,,,,,,,,,,,
12,Sun,26-Nov,L,,7-Apr,,Carolina Panthers,27,35,391,282,109,1,299,154,145,,
13,Sun,3-Dec,W,,7-May,,Kansas City Chiefs,38,31,488,331,157,,474,362,112,,
14,Sun,10-Dec,L,,8-May,@,Denver Broncos,0,23,100,41,59,2,273,189,84,,
15,Sun,17-Dec,L,,9-May,@,New Orleans Saints,19,31,294,170,124,2,412,281,131,3,
16,Sun,24-Dec,L,,10-May,,Los Angeles Chargers,7,14,295,98,197,3,379,290,89,,
17,Sun,31-Dec,L,,11-May,@,New England Patriots,6,26,247,207,40,,330,183,147,,
