Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,9-Sep,W,,Jan-00,,Buffalo Bills,48,28,384,266,118,1,390,195,195,4,
2,Sun,16-Sep,L,,1-Jan,@,Pittsburgh Steelers,10,27,219,129,90,1,331,265,66,,
3,Sun,23-Sep,W,OT,1-Feb,@,Miami Dolphins,23,20,388,295,93,2,381,196,185,2,
4,Sun,30-Sep,L,,2-Feb,,San Francisco 49ers,0,34,145,100,45,4,381,134,247,,
5,Mon,8-Oct,L,,3-Feb,,Houston Texans,17,23,286,217,69,2,378,209,169,1,
6,Sun,14-Oct,W,,3-Mar,,Indianapolis Colts,35,9,351,99,252,,298,257,41,4,
7,Sun,21-Oct,L,OT,4-Mar,@,New England Patriots,26,29,403,297,106,2,381,250,131,1,
8,Sun,28-Oct,L,,5-Mar,,Miami Dolphins,9,30,363,258,105,2,236,139,97,1,
9,,,,,,,Bye Week,,,,,,,,,,,
10,Sun,11-Nov,L,,6-Mar,@,Seattle Seahawks,7,28,185,101,84,3,363,189,174,2,
11,Sun,18-Nov,W,,6-Apr,@,St. Louis Rams,27,13,289,165,124,,281,167,114,3,
12,Thu,22-Nov,L,,7-Apr,,New England Patriots,19,49,405,286,119,5,475,323,152,1,
13,Sun,2-Dec,W,,7-May,,Arizona Cardinals,7,6,289,112,177,4,137,56,81,1,
14,Sun,9-Dec,W,,7-Jun,@,Jacksonville Jaguars,17,10,270,104,166,2,291,168,123,2,
15,Mon,17-Dec,L,,8-Jun,@,Tennessee Titans,10,14,253,107,146,5,294,127,167,,
16,Sun,23-Dec,L,,9-Jun,,San Diego Chargers,17,27,225,156,69,2,223,136,87,,
17,Sun,30-Dec,L,,10-Jun,@,Buffalo Bills,9,28,332,199,133,2,334,225,109,1,
