Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,7-Sep,W,,Jan-00,,Oakland Raiders,19,14,402,190,212,2,158,133,25,,
2,Sun,14-Sep,L,,1-Jan,@,Green Bay Packers,24,31,313,166,147,1,390,310,80,1,
3,Mon,22-Sep,L,,2-Jan,,Chicago Bears,19,27,414,300,114,3,257,197,60,1,
4,Sun,28-Sep,L,,3-Jan,,Detroit Lions,17,24,336,204,132,2,360,272,88,,
5,Sun,5-Oct,L,,4-Jan,@,San Diego Chargers,0,31,151,60,91,2,439,277,162,1,
6,Sun,12-Oct,L,,5-Jan,,Denver Broncos,17,31,204,173,31,2,359,221,138,,
7,Thu,16-Oct,L,,6-Jan,@,New England Patriots,25,27,423,205,218,,323,260,63,,
8,Sun,26-Oct,L,,7-Jan,,Buffalo Bills,23,43,312,137,175,6,280,213,67,,
9,Sun,2-Nov,L,,8-Jan,@,Kansas City Chiefs,10,24,364,225,139,,309,196,113,,
10,Sun,9-Nov,W,,8-Feb,,Pittsburgh Steelers,20,13,275,125,150,,362,326,36,4,
11,,,,,,,Bye Week,,,,,,,,,,,
12,Mon,24-Nov,L,,9-Feb,@,Buffalo Bills,3,38,218,126,92,1,336,220,116,,
13,Mon,1-Dec,L,,10-Feb,,Miami Dolphins,13,16,326,49,277,1,291,217,74,1,
14,Sun,7-Dec,L,OT,11-Feb,@,Minnesota Vikings,24,30,410,242,168,2,411,297,114,2,
15,Sun,14-Dec,W,,11-Mar,@,Tennessee Titans,16,11,277,163,114,,342,253,89,1,
16,Sun,21-Dec,L,,12-Mar,,New England Patriots,16,17,307,191,116,1,231,146,85,1,
17,Sun,28-Dec,W,,12-Apr,@,Miami Dolphins,37,24,494,390,104,1,387,208,179,1,
