Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,7-Sep,L,OT,0-1,@,Atlanta Falcons,34,37,472,333,139,2,568,445,123,1,
2,Sun,14-Sep,L,,0-2,@,Cleveland Browns,24,26,397,223,174,2,324,202,122,,
3,Sun,21-Sep,W,,2-Jan,,Minnesota Vikings,20,9,396,288,108,,247,188,59,,
4,Sun,28-Sep,L,,3-Jan,@,Dallas Cowboys,17,38,438,334,104,3,445,255,190,,
5,Sun,5-Oct,W,OT,3-Feb,,Tampa Bay Buccaneers,37,31,511,371,140,3,314,248,66,1,
6,,,,,,,Bye Week,,,,,,,,,,,
7,Sun,19-Oct,L,,4-Feb,@,Detroit Lions,23,24,408,335,73,2,344,285,59,2,
8,Sun,26-Oct,W,,4-Mar,,Green Bay Packers,44,23,495,302,193,1,491,402,89,3,
9,Thu,30-Oct,W,,4-Apr,@,Carolina Panthers,28,10,375,270,105,2,231,122,109,2,
10,Sun,9-Nov,L,OT,5-Apr,,San Francisco 49ers,24,27,423,287,136,3,330,186,144,1,
11,Sun,16-Nov,L,,6-Apr,,Cincinnati Bengals,10,27,330,255,75,1,405,219,186,,
12,Mon,24-Nov,L,,7-Apr,,Baltimore Ravens,27,34,525,399,126,1,449,234,215,1,
13,Sun,30-Nov,W,,7-May,@,Pittsburgh Steelers,35,32,393,250,143,,538,435,103,2,
14,Sun,7-Dec,L,,8-May,,Carolina Panthers,10,41,310,218,92,2,497,226,271,,
15,Mon,15-Dec,W,,8-Jun,@,Chicago Bears,31,15,443,360,83,1,278,153,125,3,
16,Sun,21-Dec,L,,9-Jun,,Atlanta Falcons,14,30,328,271,57,4,403,322,81,,
17,Sun,28-Dec,W,,9-Jul,@,Tampa Bay Buccaneers,23,20,338,268,70,3,280,97,183,1,
