Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Mon,11-Sep,L,,0-1,@,Minnesota Vikings,19,29,344,284,60,,470,341,129,,
2,Sun,17-Sep,L,,0-2,,New England Patriots,20,36,429,348,81,,555,436,119,,
3,Sun,24-Sep,W,,2-Jan,@,Carolina Panthers,34,13,362,213,149,,288,156,132,3,
4,Sun,1-Oct,W,,2-Feb,@,Miami Dolphins,20,0,347,261,86,,186,128,58,1,
5,,,,,,,Bye Week,,,,,,,,,,,
6,Sun,15-Oct,W,,2-Mar,,Detroit Lions,52,38,379,186,193,3,347,281,66,5,
7,Sun,22-Oct,W,,2-Apr,@,Green Bay Packers,26,17,485,324,161,2,260,79,181,1,
8,Sun,29-Oct,W,,2-May,,Chicago Bears,20,12,387,286,101,2,307,150,157,1,
9,Sun,5-Nov,W,,2-Jun,,Tampa Bay Buccaneers,30,10,407,256,151,2,200,113,87,1,
10,Sun,12-Nov,W,,2-Jul,@,Buffalo Bills,47,10,482,184,298,1,198,129,69,1,
11,Sun,19-Nov,W,OT,2-Aug,,Washington Redskins,34,31,535,375,160,1,456,300,156,,
12,Sun,26-Nov,L,,3-Aug,@,Los Angeles Rams,20,26,346,223,123,,415,327,88,1,
13,Sun,3-Dec,W,,3-Sep,,Carolina Panthers,31,21,400,252,148,1,279,167,112,1,
14,Thu,7-Dec,L,,4-Sep,@,Atlanta Falcons,17,20,306,256,50,1,343,211,132,3,
15,Sun,17-Dec,W,,4-Oct,,New York Jets,31,19,412,281,131,3,294,170,124,2,
16,Sun,24-Dec,W,,4-Nov,,Atlanta Falcons,23,13,315,229,86,1,331,264,67,2,
17,Sun,31-Dec,L,,5-Nov,@,Tampa Bay Buccaneers,24,31,323,231,92,1,455,345,110,3,
18,Sun,7-Jan,W,,5-Dec,,Carolina Panthers,31,26,410,369,41,1,413,306,107,,
19,Sun,14-Jan,L,,6-Dec,@,Minnesota Vikings,24,29,358,278,80,2,403,308,95,1,
