Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Thu,8-Sep,L,,0-1,@,Green Bay Packers,34,42,477,396,81,1,399,296,103,,
2,Sun,18-Sep,W,,1-Jan,,Chicago Bears,30,13,382,264,118,1,246,186,60,1,
3,Sun,25-Sep,W,,1-Feb,,Houston Texans,40,33,454,354,100,2,473,364,109,1,
4,Sun,2-Oct,W,,1-Mar,@,Jacksonville Jaguars,23,10,503,326,177,2,274,170,104,1,
5,Sun,9-Oct,W,,1-Apr,@,Carolina Panthers,30,27,444,343,101,1,381,219,162,1,
6,Sun,16-Oct,L,,2-Apr,@,Tampa Bay Buccaneers,20,26,453,383,70,4,420,303,117,,
7,Sun,23-Oct,W,,2-May,,Indianapolis Colts,62,7,557,321,236,,252,97,155,3,
8,Sun,30-Oct,L,,3-May,@,St. Louis Rams,21,31,283,227,56,2,323,140,183,1,
9,Sun,6-Nov,W,,3-Jun,,Tampa Bay Buccaneers,27,16,453,258,195,1,365,281,84,,
10,Sun,13-Nov,W,OT,3-Jul,@,Atlanta Falcons,26,23,363,322,41,,481,343,138,1,
11,,,,,,,Bye Week,,,,,,,,,,,
12,Mon,28-Nov,W,,3-Aug,,New York Giants,49,24,577,372,205,,465,392,73,2,
13,Sun,4-Dec,W,,3-Sep,,Detroit Lions,31,17,438,338,100,,466,379,87,1,
14,Sun,11-Dec,W,,3-Oct,@,Tennessee Titans,22,17,437,323,114,,373,314,59,,
15,Sun,18-Dec,W,,3-Nov,@,Minnesota Vikings,42,20,573,412,161,2,207,102,105,1,
16,Mon,26-Dec,W,,3-Dec,,Atlanta Falcons,45,16,463,299,164,2,469,434,35,1,
17,Sun,1-Jan,W,,13-3,,Carolina Panthers,45,17,617,409,208,1,301,137,164,2,
18,Sat,7-Jan,W,,14-3,,Detroit Lions,45,28,626,459,167,2,412,380,32,2,
19,Sat,14-Jan,L,,14-4,@,San Francisco 49ers,32,36,472,435,37,5,407,264,143,1,
